departamento;distrito;locality;especie;Latitude;Longitude;ano;mes;dia;cantidad
Alto Paraná;Mbaracayú;;Sabethes (Sabethes) belisarioi;-2.501.529;-5.468.901;2012;;;
Alto Paraná;Mbaracayú;;Sabethes (Sabethinus) intermedius;-2.501.529;-5.468.901;2009;;;
Alto Paraná;Mbaracayú;;Sabethes (Sabethes) quasicyaneus;-2.501.529;-5.468.901;2008;;;
Caaguazú;Mariscal López;;Sabethes (Sabethinus) intermedius;-25.179.663;-55.180.227;2008;;;
Caaguazú;Mariscal López;;Sabethes (Sabethinus) intermedius;-25.179.663;-55.180.227;2008;;;
Caaguazú;Mariscal López;;Sabethes (Sabethes) purpureus;-25.179.663;-55.180.227;2008;;;
Caaguazú;Mariscal López;;Sabethes (Sabethes) purpureus;-25.179.663;-55.180.227;2008;;;
Alto Paraná;Ñacunday;;Sabethes (Sabethes) albiprivus;-26.069.444;-54.781.594;2009;;;
Alto Paraná;Ñacunday;;Sabethes (Sabethes) albiprivus;-26.069.444;-54.781.594;2009;;;
Alto Paraná;Ñacunday;;Sabethes (Sabethes) belisarioi;-26.069.444;-54.781.594;2009;;;
Alto Paraná;Ñacunday;;Sabethes (Sabethes) belisarioi;-26.069.444;-54.781.594;2009;;;
Alto Paraná;Ñacunday;;Sabethes (Sabethoides) chloropterus;-26.069.444;-54.781.594;2009;;;
Alto Paraná;Ñacunday;;Sabethes (Sabethoides) chloropterus;-26.069.444;-54.781.594;2009;;;
Alto Paraná;Ñacunday;;Sabethes (Sabethoides) chloropterus;-26.069.444;-54.781.594;2009;;;
Alto Paraná;Ñacunday;;Sabethes (Sabethoides) chloropterus;-26.069.444;-54.781.594;2009;;;
Alto Paraná;Ñacunday;;Sabethes (Sabethoides) glaucodaemon;-26.069.444;-54.781.594;2009;;;
Alto Paraná;Naranjal;;Psorophora (Janthinosoma) ferox;-2.595.503;-55.199;2009;;;
Alto Paraná;Naranjal;;Sabethes (Sabethinus) intermedius;-2.595.503;-55.199;2009;;;
Ñeembucu;Pilar;;Psorophora (Janthinosoma) ferox;-2.689.579;-5.822.216;2012;;;
Canindeyú;Francisco Caballero Álvarez/Puente Kyjha;;Sabethes (Sabethes) belisarioi;-24.170.573;-54.708.188;2018;;;
Caaguazú;Repatriación;;Psorophora (Janthinosoma) ferox;-25.583.749;-55.803.074;2009;;;
Caaguazú;Repatriación;;Sabethes (Sabethes) belisarioi;-25.583.749;-55.803.074;2008;;;
Caaguazú;Repatriación;;Sabethes (Sabethoides) chloropterus;-25.583.749;-55.803.074;2008;;;
Caaguazú;Repatriación;;Sabethes (Sabethinus) intermedius;-25.583.749;-55.803.074;2008;;;
Caaguazú;Repatriación;;Sabethes (Sabethes) purpureus;-25.583.749;-55.803.074;2008;;;
Caaguazú;Repatriación;;Sabethes (Sabethes) quasicyaneus;-25.583.749;-55.803.074;2008;;;
San Pedro;San Pedro de Ycuamandyyú;;Sabethes (Sabethes) bipartipes;-23.772.088;-57.059.805;2008;;;
San Pedro;San Pedro de Ycuamandyyú;;Sabethes (Sabethoides) chloropterus;-23.772.088;-57.059.805;2008;;;
San Pedro;San Pedro de Ycuamandyyú;;Sabethes (Sabethinus) intermedius;-23.772.088;-57.059.805;2008;;;
Alto Paraná;San Alberto;;Ochlerotatus (Chrysoconops) fulvus;-2.484.847;-5.468.957;2009;;;
Alto Paraná;San Alberto;;Psorophora (Janthinosoma) ferox;-2.484.847;-5.468.957;2009;;;
Alto Paraná;San Alberto;;Psorophora (Janthinosoma) ferox;-2.484.847;-5.468.957;2009;;;
Alto Paraná;San Alberto;;Sabethes (Sabethes) albiprivus;-2.484.847;-5.468.957;2009;;;
Alto Paraná;San Alberto;;Sabethes (Sabethes) belisarioi;-2.484.847;-5.468.957;2010;;;
Alto Paraná;San Alberto;;Sabethes (Sabethoides) chloropterus;-2.484.847;-5.468.957;2009;;;
Alto Paraná;San Alberto;;Sabethes (Sabethinus) intermedius;-2.484.847;-5.468.957;2009;;;
Cordillera;San Bernardino;;Ochlerotatus (Chrysoconops) fulvus;-2.529.313;-5.729.329;2009;;;
Misiones;San Ignacio;;Psorophora (Janthinosoma) ferox;-26.958.446;-57.145.544;2015;;;
Misiones;San Ignacio;;Psorophora (Janthinosoma) ferox;-26.958.446;-57.145.544;2015;;;
Caaguazú;San José de los Arroyos;;Psorophora (Janthinosoma) ferox;-25.544.092;-56.695.914;2009;;;
Caaguazú;San José de los Arroyos;;Psorophora (Janthinosoma) ferox;-25.544.092;-56.695.914;2009;;;
Caaguazú;San José de los Arroyos;;Sabethes (Sabethoides) chloropterus;-25.544.092;-56.695.914;2008;;;
Caaguazú;San José de los Arroyos;;Sabethes (Sabethoides) chloropterus;-25.544.092;-56.695.914;2008;;;
Caaguazú;San José de los Arroyos;;Sabethes (Sabethoides) glaucodaemon;-25.544.092;-56.695.914;2008;;;
Caaguazú;San José de los Arroyos;;Sabethes (Sabethoides) glaucodaemon;-25.544.092;-56.695.914;2008;;;
Caazapá;San Juan Nepomuceno;;Ochlerotatus (Chrysoconops) fulvus;-26.231.408;-55.900.653;2009;;;
Alto Paraná;Santa Fé;;Psorophora (Janthinosoma) ferox;-25.189.097;-54.628.297;2009;;;
Alto Paraná;Santa Fé;;Sabethes (Sabethes) albiprivus;-25.189.097;-54.628.297;2009;;;
Alto Paraná;Santa Fé;;Sabethes (Sabethoides) glaucodaemon;-25.189.097;-54.628.297;2009;;;
San Pedro;Santa Rosa del Aguaray;;Sabethes (Sabethoides) chloropterus;-23.759.088;-56.271.794;2008;;;
San Pedro;Santa Rosa del Aguaray;;Sabethes (Sabethinus) intermedius;-23.759.088;-56.271.794;2008;;;
Caazapá;Tavaí;;Ochlerotatus (Chrysoconops) fulvus;-26.187.959;-55.529.943;2008;;;
Caazapá;Tavaí;;Ochlerotatus (Chrysoconops) fulvus;-26.187.959;-55.529.943;2008;;;
Cordillera;Tobati;;Ochlerotatus (Chrysoconops) fulvus;-2.521.596;-5.704.654;2009;;;
San Pedro;Yatayty del Norte;;Ochlerotatus (Chrysoconops) fulvus;-2.483.732;-5.632.906;2008;;;
San Pedro;Yatayty del Norte;;Ochlerotatus (Chrysoconops) fulvus;-2.483.732;-5.632.906;2008;;;
San Pedro;Yatayty del Norte;;Sabethes (Sabethoides) chloropterus;-2.483.732;-5.632.906;2008;;;
San Pedro;Yatayty del Norte;;Sabethes (Sabethinus) intermedius;-2.483.732;-5.632.906;2008;;;
Central;Ypané;;Psorophora (Janthinosoma) ferox;-25.460.404;-57.509.300;2009;;;
San Pedro;Yrybucuá;;Ochlerotatus (Chrysoconops) fulvus;-24.504.718;-56.137.081;2008;;;
San Pedro;Yrybucuá;;Sabethes (Sabethinus) intermedius;-24.504.718;-56.137.081;2008;;;
San Pedro;Yrybucuá;;Sabethes (Sabethes) purpureus;-24.504.718;-56.137.081;2008;;;
San Pedro;Yrybucuá;;Sabethes (Sabethes) purpureus;-24.504.718;-56.137.081;2008;;;
San Pedro;Yrybucuá;;Sabethes (Sabethoides) glaucodaemon;-24.504.718;-56.137.081;2008;;;
San Pedro;Yrybucuá;;Sabethes (Sabethoides) glaucodaemon;-24.504.718;-56.137.081;2008;;;
Canindeyú;Villa Ygatimi;Reserva Natural del Bosque Maracayú.;Ochlerotatus () (Complejo)serratus;-24.134.227;-55.530.547;2023;6;20;2H
Canindeyú;Villa Ygatimi;Reserva Natural del Bosque Maracayú.;Sabethes (Sabethes) albiprivus;-24.134.227;-55.530.547;2023;6;20;2H
Canindeyú;Villa Ygatimi;Reserva Natural del Bosque Maracayú.;Sabethes (Sabethinus) intermedius;-24.134.227;-55.530.547;2023;6;20;4H
Canindeyú;Villa Ygatimi;Reserva Natural del Bosque Maracayú.;Ochlerotatus (Chrysoconops) fulvus;-24.134.227;-55.530.547;2023;6;20;1H
Canindeyú;Villa Ygatimi;Reserva Natural del Bosque Maracayú.;Ochlerotatus () (Complejo)serratus;-24.134.227;-55.530.547;2023;6;20;4H
Canindeyú;Villa Ygatimi;Reserva Natural del Bosque Maracayú.;Psorophora (Janthinosoma) ferox;-24.134.227;-55.530.547;2023;6;20;4H
Canindeyú;Villa Ygatimi;Reserva Natural del Bosque Maracayú.;Ochlerotatus () (Complejo)serratus;-24.131.011;-55.529.914;2023;6;21;1H
Canindeyú;Villa Ygatimi;Reserva Natural del Bosque Maracayú.;Ochlerotatus (Chrysoconops) fulvus;-24.131.011;-55.529.914;2023;6;21;1H
Canindeyú;Villa Ygatimi;Reserva Natural del Bosque Maracayú.;Sabethes (Sabethinus) intermedius;-24.131.011;-55.529.914;2023;6;21;4H
Canindeyú;Villa Ygatimi;Reserva Natural del Bosque Maracayú.;Sabethes (Sabethes) albiprivus;-24.131.011;-55.529.914;2023;6;21;2H
Canindeyú;Villa Ygatimi;Reserva Natural del Bosque Maracayú.;Ochlerotatus () (Complejo)serratus;-24.131.011;-55.529.914;2023;6;21;5H
Canindeyú;Villa Ygatimi;Reserva Natural del Bosque Maracayú.;Ochlerotatus () (Complejo)serratus;-24.131.011;-55.529.914;2023;6;22;6H
Canindeyú;Villa Ygatimi;Reserva Natural del Bosque Maracayú.;Psorophora (Janthinosoma) ferox;-24.131.011;-55.529.914;2023;6;22;3H
Concepción;San Carlos del Apa;Parque Nacional Paso Bravo;Ochlerotatus () (Complejo)serratus;-22.293.263;-57.036.381;2023;7;11;4H
Concepción;San Carlos del Apa;Parque Nacional Paso Bravo;Ochlerotatus () (Complejo)serratus;-22.293.263;-57.036.381;2023;7;11;2H
Concepción;San Carlos del Apa;Parque Nacional Paso Bravo;Psorophora (Janthinosoma) ferox;-22.322.816;-57.155.785;2023;7;12;3H
Concepción;San Carlos del Apa;Parque Nacional Paso Bravo;Psorophora (Janthinosoma) ferox;-22.322.816;-57.155.785;2023;7;12;2H
Concepción;San Carlos del Apa;Parque Nacional Paso Bravo;Psorophora (Janthinosoma) ferox;-22.322.816;-57.155.785;2023;7;13;1H
Alto Paraná;San Alberto;Reserva Ecológica Limoy;Sabethes (Sabethoides) glaucodaemon;-2.475.009;-54.473.343;2023;5;17;2H
Alto Paraná;San Alberto;Reserva Ecológica Limoy;Psorophora (Janthinosoma) ferox;-2.475.009;-54.473.343;2023;5;17;3H
Alto Paraná;San Alberto;Reserva Ecológica Limoy;Sabethes (Sabethes) albiprivus;-2.475.009;-54.473.343;2023;5;17;4H
Alto Paraná;San Alberto;Reserva Ecológica Limoy;Sabethes (Sabethoides) glaucodaemon;-2.475.009;-54.473.343;2023;5;17;2H
Alto Paraná;San Alberto;Reserva Ecológica Limoy;Psorophora (Janthinosoma) ferox;-2.475.009;-54.473.343;2023;5;17;7H
Alto Paraná;San Alberto;Reserva Ecológica Limoy;Ochlerotatus () (Complejo)serratus;-2.475.009;-54.473.343;2023;5;17;2H
Alto Paraná;San Alberto;Reserva Ecológica Limoy;Sabethes (Sabethes) albiprivus;-24.765.547;-54.477.942;2023;5;18;2H
Alto Paraná;San Alberto;Reserva Ecológica Limoy;Ochlerotatus () (Complejo)serratus;-24.765.547;-54.477.942;2023;5;18;1H
Alto Paraná;San Alberto;Reserva Ecológica Limoy;Haemagogus (Conopostegus) leucocelaenus;-24.765.547;-54.477.942;2023;5;18;2H
Alto Paraná;San Alberto;Reserva Ecológica Limoy;Sabethes (Sabethes) albiprivus;-24.765.547;-54.477.942;2023;5;18;9H
Alto Paraná;San Alberto;Reserva Ecológica Limoy;Ochlerotatus () (Complejo)serratus;-24.765.547;-54.477.942;2023;5;18;3H
Alto Paraná;San Alberto;Reserva Ecológica Limoy;Psorophora (Janthinosoma) ferox;-24.765.547;-54.477.942;2023;5;18;5H
Ñeembucú;Cerrito;Cerrito;Psorophora (Janthinosoma) albigenu;-27.344.343;-5.764.769;2023;8;29;3H
Ñeembucú;Cerrito;Cerrito;Psorophora (Janthinosoma) albigenu;-27.347.179;-57.645.754;2023;11;27;23H
Ñeembucú;Cerrito;Cerrito;Psorophora (Janthinosoma) albigenu;-27.347.179;-57.645.754;2023;11;28;13H
Ñeembucú;Cerrito;Cerrito;Psorophora (Janthinosoma) albigenu;-27.347.179;-57.645.754;2023;11;28;78H
Ñeembucú;Cerrito;Cerrito;Psorophora (Janthinosoma) albigenu;-27.347.179;-57.645.754;2023;11;28;21H
Ñeembucú;Cerrito;Cerrito;Psorophora (Janthinosoma) albigenu;-27.344.119;-57.651.217;2023;11;29;5H
Ñeembucú;Cerrito;Cerrito;Psorophora (Janthinosoma) albigenu;-27.344.119;-57.651.217;2023;11;29;27H
Ñeembucú;Cerrito;Cerrito;Psorophora (Janthinosoma) albigenu;-27.335.509;-5.763.658;2023;11;30;2H
Ñeembucú;Cerrito;Cerrito;Psorophora (Janthinosoma) albigenu;-27.335.509;-5.763.658;2023;11;30;3H
Ñeembucú;Cerrito;Cerrito;Psorophora (Janthinosoma) albigenu;-27.335.509;-5.763.658;2023;11;30;13H
Ñeembucú;Cerrito;Cerrito;Psorophora (Janthinosoma) albigenu;-27.335.509;-5.763.658;2023;11;30;8H
San Pedro;Puerto Antequera;Antequera;Psorophora (Janthinosoma) ferox;-24.087.057;-5.719.029;2023;12;18;5H
San Pedro;Puerto Antequera;Antequera;Psorophora (Psorophora) ciliata;-24.086.525;-57.176.366;2023;12;19;3H
San Pedro;Puerto Antequera;Antequera;Ochlerotatus (Chrysoconops) fulvus;-24.095.924;-5.720.726;2023;12;21;3H
San Pedro;Puerto Antequera;Antequera;Psorophora (Janthinosoma) ferox;-24.095.924;-5.720.726;2023;12;21;1H
San Pedro;Puerto Antequera;Antequera;Ochlerotatus (Chrysoconops) fulvus;-24.095.924;-5.720.726;2023;12;21;5H
San Pedro;Puerto Antequera;Antequera;Haemagogus (Haemagogus) celeste;-24.095.924;-5.720.726;2023;12;21;1H
San Pedro;Puerto Antequera;Antequera;Ochlerotatus (Chrysoconops) fulvus;-24.095.924;-5.720.726;2023;12;21;2H
San Pedro;Puerto Antequera;Antequera;Ochlerotatus (Chrysoconops) fulvus;-24.095.924;-5.720.726;2023;12;21;7H
San Pedro;Puerto Antequera;Antequera;Psorophora (Janthinosoma) ferox;-24.095.924;-5.720.726;2023;12;21;4H
San Pedro;Puerto Antequera;Antequera;Ochlerotatus (Chrysoconops) fulvus;-24.095.924;-5.720.726;2023;12;21;3H
Boquerón;Mariscal Estigarribia;Mayor Infante Rivarola;Psorophora (Janthinosoma) albigenu;-21.671.583;-62.456.096;2023;12;11;7H
Boquerón;Mariscal Estigarribia;Mayor Infante Rivarola;Psorophora (Janthinosoma) albigenu;-21.671.583;-62.456.096;2023;12;11;3H
Boquerón;Mariscal Estigarribia;Mayor Infante Rivarola;Psorophora (Janthinosoma) albigenu;-21.671.583;-62.456.096;2023;12;12;7H
Boquerón;Mariscal Estigarribia;Mayor Infante Rivarola;Psorophora (Janthinosoma) albigenu;-21.671.583;-62.456.096;2023;12;12;18H
Boquerón;Mariscal Estigarribia;Mayor Infante Rivarola;Psorophora (Psorophora) ciliata;-21.671.583;-62.456.096;2023;12;12;3H
Boquerón;Mariscal Estigarribia;Mayor Infante Rivarola;Psorophora (Janthinosoma) albigenu;-21.671.583;-62.456.096;2023;12;12;70H
Boquerón;Mariscal Estigarribia;Mayor Infante Rivarola;Psorophora (Janthinosoma) albigenu;-21.671.583;-62.456.096;2023;12;12;27H
Boquerón;Mariscal Estigarribia;Mayor Infante Rivarola;Psorophora (Janthinosoma) albigenu;-21.678.922;-62.401.638;2023;12;13;13H
Boquerón;Mariscal Estigarribia;Mayor Infante Rivarola;Psorophora (Janthinosoma) albigenu;-21.678.922;-62.401.638;2023;12;13;7H
San Pedro;Yrybucuá;Yrybucuá;Sabethes (Sabethes) albiprivus;-24.480.256;-56.091.933;2023;8;10;1H
San Pedro;Yrybucuá;Yrybucuá;Sabethes (Sabethoides) glaucodaemon;-24.480.256;-56.091.933;2023;8;10;8H
San Pedro;Yrybucuá;Yrybucuá;Sabethes (Sabethes) belisarioi;-24.480.256;-56.091.933;2023;8;10;2H
San Pedro;Yrybucuá;Yrybucuá;Sabethes (Sabethoides) glaucodaemon;-24.480.256;-56.091.933;2023;8;10;8H
San Pedro;Yrybucuá;Yrybucuá;Sabethes (Sabethes) albiprivus;-24.480.256;-56.091.933;2023;8;10;1H
Central;Mariano R Alonso;Corumba Cué;Ochlerotatus () (Complejo)serratus;-25.183.254;-57.527.004;2023;9;20;2H
Central;Mariano R Alonso;Corumba Cué;Ochlerotatus () (Complejo)serratus;-25.183.254;-57.527.004;2023;9;21;3H
Itapúa;Alto Verá;Coronay;Sabethes (Sabethes) albiprivus;-26.736.245;-55.771.151;2023;7;6;2H
Itapúa;Alto Verá;Coronay;Sabethes (Sabethes) quasicyaneus;-26.736.245;-55.771.151;2023;7;6;2H
Paraguarí;Tebicuarymí;Tebicuarymí;Sabethes (Sabethes) belisarioi;-25.899.535;-56.686.356;2023;5;25;1H
Paraguarí;Tebicuarymí;Tebicuarymí;Sabethes (Sabethoides) glaucodaemon;-25.899.535;-56.686.356;2023;5;25;5H
Paraguarí;Tebicuarymí;Tebicuarymí;Psorophora (Janthinosoma) ferox;-25.899.535;-56.686.356;2023;5;25;5H
Paraguarí;Tebicuarymí;Tebicuarymí;Haemagogus (Conopostegus) leucocelaenus;-25.899.535;-56.686.356;2023;5;25;2H
Paraguarí;Tebicuarymí;Tebicuarymí;Sabethes (Sabethes) quasicyaneus;-25.899.535;-56.686.356;2023;5;25;2H
Paraguarí;Tebicuarymí;Tebicuarymí;Sabethes (Sabethoides) glaucodaemon;-25.899.535;-56.686.356;2023;5;25;3H
Paraguarí;Tebicuarymí;Tebicuarymí;Psorophora (Janthinosoma) ferox;-25.899.535;-56.686.356;2023;5;25;3M
Guairá;Paso Yobai;San Francisco;Sabethes (Sabethes) albiprivus;-25.705.496;-55.766.593;2023;8;24;8H
Guairá;Paso Yobai;San Francisco;Sabethes (Sabethes) belisarioi;-25.705.496;-55.766.593;2023;8;24;1H
Guairá;Paso Yobai;San Francisco;Sabethes (Sabethes) albiprivus;-25.705.496;-55.766.593;2023;8;24;7H
Presidente  Hayes;Villa Hayes;Pozo Colorado;Ochlerotatus () (Complejo)serratus;-2.349.195;-58.768.733;2023;5;25;2H
Caaguazú;Raúl Arsenio Oviedo;Santa Teresa;Sabethes (Sabethoides) glaucodaemon;-250.968.412.099.539;-55.805.624.394.612;2023;9;7;1H
Itapúa;Alto Verá;Coronay;Psorophora (Janthinosoma) ferox;-2.675.379;-55.769.329;2023;10;10;12H
Paraguarí;Tebicuarymí;Tebicuarymí;Sabethes (Sabethes) albiprivus;-25.899.364;-566.867;2023;10;26;4H
Paraguarí;Tebicuarymí;Tebicuarymí;Psorophora (Janthinosoma) ferox;-25.899.364;-566.867;2023;10;26;3H
Paraguarí;Tebicuarymí;Tebicuarymí;Sabethes (Sabethes) albiprivus;-25.899.364;-566.867;2023;10;26;6H
Paraguarí;Tebicuarymí;Tebicuarymí;Psorophora (Janthinosoma) ferox;-25.899.364;-566.867;2023;10;26;5H
Paraguarí;Tebicuarymí;Tebicuarymí;Psorophora (Janthinosoma) ferox;-25.921.431;-56.666.287;2023;10;24;6H
Paraguarí;Tebicuarymí;Tebicuarymí;Psorophora (Janthinosoma) ferox;-25.921.431;-56.666.287;2023;10;24;15H
Paraguarí;Tebicuarymí;Tebicuarymí;Psorophora (Janthinosoma) ferox;-25.914.622;-56.673.916;2023;10;23;4H
Paraguarí;Tebicuarymí;Tebicuarymí;Psorophora (Janthinosoma) ferox;-25.914.622;-56.673.916;2023;10;23;22H
Paraguarí;Tebicuarymí;Tebicuarymí;Psorophora (Janthinosoma) ferox;-25.914.781;-56.673.263;2023;10;25;6H
Paraguarí;Tebicuarymí;Tebicuarymí;Psorophora (Janthinosoma) ferox;-25.914.781;-56.673.263;2023;10;25;6H
Guairá;Paso Yobai;San Francisco;Psorophora (Janthinosoma) albigenu;-25.718.818;-55.757.238;2023;11;6;5H
Guairá;Paso Yobai;San Francisco;Psorophora (Janthinosoma) albigenu;-25.718.818;-55.757.238;2023;11;6;8H
Guairá;Paso Yobai;San Francisco;Psorophora (Janthinosoma) albigenu;-25.709.703;-55.752.953;2023;11;7;10H
Guairá;Paso Yobai;San Francisco;Psorophora (Janthinosoma) albigenu;-25710345;-55751409;2023;11;8;1H
Guairá;Paso Yobai;San Francisco;Psorophora (Janthinosoma) albigenu;-25710345;-55751409;2023;11;8;2H
Guairá;Paso Yobai;San Francisco;Psorophora (Janthinosoma) albigenu;-25.710.684;-55.752.612;2023;11;8;1H
Guairá;Paso Yobai;San Francisco;Psorophora (Janthinosoma) albigenu;-25.710.684;-55.752.612;2023;11;8;2H
Presidente Hayes;Villa Hayes;Pozo Colorado;Psorophora (Psorophora) ciliata;-23.493.097;-58.780.721;2023;11;20;1H
Presidente Hayes;Villa Hayes;Pozo Colorado;Psorophora (Psorophora) ciliata;-23.493.097;-58.780.721;2023;11;20;3H
Paraguarí;Tebicuarymí;Tebicuarymí;Ochlerotatus fluviatilis;-25.920.657;-56.665.495;2023;5;25;2H
