DEPARTAMENTO,DISTRITO,LOCALIDAD,ANO,FECHA,ENFERMEDAD,ESPECIE,UTM_ZONA,UTM_HEMISFERIO,UTM_X,UTM_Y,LAT,LONG,TIPO_DE_GEORREFERENCIACION
CAPITAL,ASUNCION,RICARDO BRUGADA,2017,,FIEBRE AMARILLA,HAEMAGOGUS (HAEMAGOGUS) SPEGAZZINII,21,S,,,-25.281471,-57.620086,DATOS CONSIGNADOS EN GABINETE CENTROIDE DE LOCALIDAD
CENTRAL,MARIANO R ALONSO,CORUMBA CUE,2022,2022-5-9,FIEBRE AMARILLA,SABETHES (SABETHINUS) INTERMEDIUS,21,S,,,-25.181745,-57.537365,DATOS CONSIGNADOS EN CAMPO CENTROIDE DE LOCALIDAD
CENTRAL,LUQUE,CAMPO GRANDE,2018,,FIEBRE AMARILLA,PSOROPHORA (JANTHINOSOMA) FEROX,21,S,,,-25.26949672,-57.53092971,DATOS CONSIGNADOS EN GABINETE CENTROIDE DE LOCALIDAD
CENTRAL,MARIANO R ALONSO,CORUMBA CUE,2022,2022-5-12,FIEBRE AMARILLA,SABETHES (SABETHINUS) INTERMEDIUS,21,S,,,-25.186377,-57.525738,DATOS CONSIGNADOS EN CAMPO CENTROIDE DE LOCALIDAD
CENTRAL,MARIANO R ALONSO,CORUMBA CUE,2022,2022-5-12,FIEBRE AMARILLA,AEDES (STEGOMYIA) AEGYPTI,21,S,,,-25.186377,-57.525738,DATOS CONSIGNADOS EN CAMPO CENTROIDE DE LOCALIDAD
CENTRAL,MARIANO R ALONSO,CORUMBA CUE,2022,2022-5-12,FIEBRE AMARILLA,PSOROPHORA (JANTHINOSOMA) FEROX,21,S,,,-25.186377,-57.525738,DATOS CONSIGNADOS EN CAMPO CENTROIDE DE LOCALIDAD
CENTRAL,MARIANO R ALONSO,CORUMBA CUE,2022,2022-10-27,FIEBRE AMARILLA,HAEMAGOGUS (HAEMAGOGUS) CELESTE,21,S,,,-25.186377,-57.525738,DATOS CONSIGNADOS EN CAMPO CENTROIDE DE LOCALIDAD
CENTRAL,LUQUE,CAMPO GRANDE,2018,,FIEBRE AMARILLA,OCHLEROTATUS (CHRYSOCONOPS) FULVUS,21,S,,,-25.27024737,-57.52557002,DATOS CONSIGNADOS EN GABINETE CENTROIDE DE LOCALIDAD
CENTRAL,YPANE,,2009,,FIEBRE AMARILLA,PSOROPHORA (JANTHINOSOMA) FEROX,21,S,,,-25.460404,-57.5093,DATOS CONSIGNADOS EN GABINETE CENTROIDE DE DISTRITO
CENTRAL,LUQUE,ZARATE ISLA,2017,,FIEBRE AMARILLA,SABETHES (SABETHES) QUASICYANEUS,21,S,,,-25.23803412,-57.49537243,DATOS CONSIGNADOS EN GABINETE CENTROIDE DE LOCALIDAD
CENTRAL,LUQUE,ZARATE ISLA,2018,,FIEBRE AMARILLA,HAEMAGOGUS (HAEMAGOGUS) SPEGAZZINII,21,S,,,-25.23803412,-57.49537243,DATOS CONSIGNADOS EN GABINETE CENTROIDE DE LOCALIDAD
